timestamp,pressure,unit
2025-12-19 20:22:55,1.1,mbar
2025-12-19 20:23:02,1.1,mbar
2025-12-19 20:23:09,1.1,mbar
2025-12-19 20:23:16,1.2,mbar
2025-12-19 20:23:23,1.2,mbar
2025-12-19 20:23:30,1.2,mbar
2025-12-19 20:23:37,1.3,mbar
2025-12-19 20:23:44,1.3,mbar
2025-12-19 20:23:51,1.3,mbar
2025-12-19 20:23:58,1.3,mbar
2025-12-19 20:24:05,1.3,mbar
2025-12-19 20:24:12,1.4,mbar
2025-12-19 20:24:19,1.4,mbar
2025-12-19 20:24:26,1.4,mbar
2025-12-19 20:24:33,1.4,mbar
2025-12-19 20:24:40,1.4,mbar
2025-12-19 20:24:47,1.4,mbar
2025-12-19 20:24:54,1.5,mbar
2025-12-19 20:25:01,1.5,mbar
2025-12-19 20:25:08,1.5,mbar
2025-12-19 20:25:15,1.5,mbar
2025-12-19 20:25:22,1.5,mbar
2025-12-19 20:25:29,1.6,mbar
2025-12-19 20:25:36,1.6,mbar
2025-12-19 20:25:43,1.6,mbar
2025-12-19 20:25:50,1.6,mbar
2025-12-19 20:25:57,1.6,mbar
2025-12-19 20:26:04,1.6,mbar
2025-12-19 20:26:11,1.6,mbar
2025-12-19 20:26:18,1.7,mbar
2025-12-19 20:26:25,1.7,mbar
2025-12-19 20:26:32,1.7,mbar
2025-12-19 20:26:39,1.7,mbar
2025-12-19 20:26:46,1.7,mbar
2025-12-19 20:26:53,1.7,mbar
2025-12-19 20:27:00,1.7,mbar
2025-12-19 20:27:07,1.7,mbar
2025-12-19 20:27:14,1.8,mbar
2025-12-19 20:27:21,1.8,mbar
2025-12-19 20:27:28,1.8,mbar
2025-12-19 20:27:35,1.8,mbar
2025-12-19 20:27:42,1.8,mbar
2025-12-19 20:27:49,1.8,mbar
2025-12-19 20:27:56,1.8,mbar
2025-12-19 20:28:03,1.8,mbar
2025-12-19 20:28:10,1.8,mbar
2025-12-19 20:28:17,1.8,mbar
2025-12-19 20:28:24,1.8,mbar
2025-12-19 20:28:31,1.8,mbar
2025-12-19 20:28:38,1.9,mbar
2025-12-19 20:28:45,1.9,mbar
2025-12-19 20:28:52,1.9,mbar
2025-12-19 20:28:59,1.9,mbar
2025-12-19 20:29:06,1.9,mbar
2025-12-19 20:29:13,1.9,mbar
2025-12-19 20:29:20,1.9,mbar
2025-12-19 20:29:27,1.9,mbar
2025-12-19 20:29:34,1.9,mbar
2025-12-19 20:29:41,1.9,mbar
2025-12-19 20:29:48,1.9,mbar
2025-12-19 20:29:55,1.9,mbar
2025-12-19 20:30:02,1.9,mbar
2025-12-19 20:30:09,1.9,mbar
2025-12-19 20:30:16,1.9,mbar
2025-12-19 20:30:23,2.0,mbar
2025-12-19 20:30:30,2.0,mbar
2025-12-19 20:30:37,2.0,mbar
2025-12-19 20:30:44,2.0,mbar
2025-12-19 20:30:51,2.0,mbar
2025-12-19 20:30:58,2.0,mbar
2025-12-19 20:31:05,2.0,mbar
2025-12-19 20:31:12,2.0,mbar
2025-12-19 20:31:19,2.0,mbar
